user_id,course_id,rating
U3,C1517,4.4
U3,C2019,5.0
U3,C1685,4.8
U3,C160,3.8
U3,C966,3.8
U3,C1795,4.6
U3,C2027,4.4
U3,C294,4.5
U3,C2300,4.7
U3,C2936,4.3
U3,C2567,5.0
U3,C593,5.0
U3,C1004,3.6
U3,C2376,4.5
U3,C699,4.6
U3,C1532,4.1
U3,C1556,4.0
U3,C1235,3.2
U3,C399,5.0
U3,C1841,4.4
U3,C2633,5.0
U3,C1539,5.0
U3,C465,4.1
U3,C2273,3.8
U3,C837,3.6
U3,C245,4.3
U3,C2438,3.8
U3,C971,5.0
U3,C2073,4.1
U3,C566,5.0
U3,C584,4.1
U3,C964,3.6
U3,C1697,5.0
U3,C2491,3.3
U3,C2303,4.6
U3,C1085,3.7
U3,C1074,4.8
U3,C1700,3.2
U3,C949,5.0
U3,C1742,4.8
U3,C1929,3.0
U3,C2240,3.6
U3,C2218,3.8
U3,C638,3.0
U3,C2414,4.3
U3,C875,3.4
U3,C2508,3.5
U3,C904,3.5
U3,C263,4.3
U3,C448,4.2
U3,C2124,5.0
U3,C957,4.5
U3,C2798,3.9
U3,C2653,4.3
U3,C1384,3.7
U3,C1340,3.2
U3,C1551,4.4
U3,C368,4.6
U3,C2047,4.7
U3,C1180,4.2
U3,C1893,3.6
U3,C2501,3.4
U3,C1425,4.1
U3,C142,4.6
U3,C1884,4.3
U3,C1266,4.0
U3,C1291,4.7
U3,C3,4.2
U3,C864,3.2
U3,C1020,4.6
U3,C4,3.8
U3,C891,4.9
U3,C175,4.4
U3,C1311,4.2
U3,C1887,3.6
U3,C2988,4.4
U3,C1356,3.3
U3,C2091,4.4
U3,C1852,5.0
U3,C1535,3.1
U4,C1227,3.5
U4,C1553,3.8
U4,C1103,3.6
U4,C1253,5.0
U4,C1023,4.8
U4,C2319,5.0
U4,C1554,4.8
U4,C2210,4.1
U4,C2794,4.2
U4,C2522,3.7
U4,C1263,4.0
U4,C1416,4.1
U4,C1813,4.4
U4,C182,3.8
U4,C1792,4.5
U4,C2726,3.9
U4,C932,3.1
U4,C2622,4.6
U4,C2113,4.5
U4,C1903,4.6
U4,C73,4.5
U4,C1917,5.0
U4,C451,4.0
U4,C1993,4.2
U4,C1727,4.9
U4,C764,5.0
U4,C1747,4.1
U4,C615,3.4
U4,C1561,4.7
U4,C2360,4.2
U4,C476,5.0
U4,C2189,5.0
U4,C283,3.1
U4,C75,4.0
U4,C354,3.9
U4,C1222,5.0
U4,C2149,5.0
U4,C2285,3.7
U4,C33,3.6
U4,C2226,3.8
U4,C1236,3.7
U4,C1133,5.0
U4,C2829,4.3
U4,C1702,4.1
U4,C654,3.7
U4,C790,4.9
U4,C1992,4.6
U4,C1413,4.5
U4,C1736,4.2
U4,C2487,4.2
U4,C1979,4.3
U4,C1627,3.6
U4,C1829,3.0
U4,C1697,4.8
U4,C2483,4.1
U4,C2269,4.0
U4,C209,4.4
U4,C934,4.2
U4,C1789,5.0
U4,C750,4.5
U4,C2705,4.9
U4,C2717,4.2
U4,C2772,4.3
U4,C1653,4.5
U5,C1131,5.0
U5,C292,4.7
U5,C2548,3.3
U5,C1769,5.0
U5,C479,4.6
U5,C2193,4.6
U5,C1557,2.9
U5,C283,3.8
U5,C1807,3.9
U5,C1890,3.4
U5,C551,3.8
U5,C1809,4.0
U5,C513,3.9
U5,C2391,3.7
U5,C2933,3.5
U5,C2965,4.9
U5,C1108,3.7
U5,C1245,4.9
U5,C655,4.8
U5,C877,4.1
U5,C324,4.5
U5,C1838,4.2
U5,C546,3.9
U5,C1936,4.6
U5,C2882,5.0
U5,C1451,3.3
U5,C2754,4.1
U5,C2187,3.3
U5,C589,4.0
U5,C1240,4.7
U5,C2723,4.4
U5,C1772,4.5
U5,C1836,3.8
U5,C827,3.9
U5,C88,3.6
U5,C2943,4.2
U5,C1592,4.6
U5,C2363,4.0
U5,C1414,4.3
U5,C842,4.1
U5,C2506,3.3
U5,C2241,4.5
U5,C1546,4.1
U5,C1898,3.8
U5,C2325,4.9
U5,C1819,4.2
U5,C1049,5.0
U5,C2758,4.2
U5,C2835,4.2
U5,C841,2.9
U5,C2176,4.5
U5,C1365,5.0
U5,C2218,3.4
U5,C752,4.8
U5,C2873,4.3
U5,C251,4.5
U5,C238,4.0
U5,C1722,4.4
U5,C668,4.6
U5,C988,3.2
U5,C1437,3.4
U5,C1868,4.6
U5,C656,4.0
U5,C1234,3.8
U5,C485,5.0
U5,C461,4.4
U5,C19,4.2
U5,C1803,4.5
U5,C1035,4.3
U5,C2986,4.7
U5,C232,4.3
U5,C2306,4.1
U5,C134,3.9
U5,C2150,5.0
U5,C1343,4.0
U5,C197,3.3
U6,C2047,3.6
U6,C1704,3.8
U6,C2705,4.4
U6,C1296,3.8
U6,C923,3.8
U6,C385,4.7
U6,C2674,4.0
U6,C1028,4.9
U6,C94,3.5
U6,C2249,4.7
U6,C116,5.0
U6,C1748,3.7
U6,C2455,4.2
U6,C1976,5.0
U6,C1615,3.8
U6,C263,4.5
U6,C569,3.5
U6,C1567,3.6
U6,C2890,4.8
U6,C2305,4.1
U6,C1931,4.1
U6,C2895,4.0
U6,C836,5.0
U6,C2728,3.8
U6,C597,4.7
U6,C788,5.0
U6,C1900,4.4
U6,C43,4.7
U6,C281,3.6
U6,C2224,5.0
U6,C436,4.3
U6,C1593,4.1
U6,C831,4.5
U6,C644,4.4
U6,C104,4.6
U6,C1863,3.9
U6,C1145,4.2
U6,C284,4.0
U6,C2859,5.0
U6,C101,4.1
U6,C1341,4.4
U6,C1914,4.2
U6,C1258,4.5
U6,C1052,4.6
U6,C2295,4.0
U6,C332,5.0
U6,C345,3.4
U6,C1675,5.0
U6,C1509,5.0
U6,C2979,4.0
U6,C196,4.4
U6,C700,3.9
U6,C470,3.4
U6,C1999,3.1
U6,C1154,3.8
U6,C2294,3.9
U6,C2034,3.5
U6,C1134,4.6
U6,C1772,5.0
U6,C1118,4.5
U6,C2509,4.2
U6,C803,4.6
U6,C2791,4.1
U6,C2469,4.1
U6,C1408,4.4
U6,C1016,4.7
U6,C1580,3.8
U6,C1310,5.0
U6,C1820,3.6
U6,C2640,4.8
U6,C1637,4.2
U6,C892,4.3
U6,C629,4.6
U6,C929,3.4
U6,C1733,3.3
U6,C327,4.8
U6,C1111,4.1
U6,C2805,5.0
U6,C1462,5.0
U6,C2271,3.4
U6,C2879,4.9
U6,C316,4.2
U6,C1398,4.4
U6,C1558,3.5
U6,C2958,5.0
U6,C2803,4.1
U6,C998,4.7
U6,C795,4.1
U6,C420,4.3
U6,C531,3.6
U6,C2406,3.6
U6,C1163,4.4
U6,C343,4.4
U6,C151,4.7
U6,C2200,3.6
U6,C1825,4.6
U6,C2724,4.4
U6,C976,4.3
U6,C1584,4.1
U6,C2075,3.7
U6,C2474,4.8
U6,C1263,4.1
U6,C11,4.1
U6,C5,4.4
U6,C1264,4.6
U6,C672,4.3
U6,C1606,4.1
U6,C193,4.7
U6,C2652,3.8
U6,C1918,4.1
U6,C2432,4.5
U7,C2496,4.6
U7,C1236,4.2
U7,C726,3.7
U7,C1808,4.4
U7,C2934,4.5
U7,C523,3.5
U7,C2170,5.0
U7,C775,4.4
U7,C1096,4.3
U7,C2957,4.3
U7,C598,4.0
U7,C1986,3.5
U7,C544,4.0
U7,C1592,5.0
U7,C2456,4.0
U7,C163,4.3
U7,C1426,4.3
U7,C2625,3.1
U7,C2699,5.0
U7,C645,4.9
U7,C2767,4.9
U7,C1020,4.7
U7,C1580,3.0
U7,C1105,4.3
U7,C1173,5.0
U7,C407,4.4
U7,C682,4.7
U7,C870,4.4
U7,C2390,4.6
U7,C617,4.9
U7,C1876,4.0
U7,C2218,3.9
U7,C494,4.0
U7,C2042,4.4
U7,C1298,4.2
U7,C2503,3.6
U7,C279,4.5
U7,C737,4.3
U7,C2349,5.0
U7,C813,3.7
U7,C287,4.1
U7,C1701,5.0
U7,C1654,4.3
U7,C2681,4.4
U7,C2382,4.2
U7,C2057,3.2
U7,C1130,3.8
U7,C1905,3.8
U7,C689,5.0
U7,C571,3.8
U7,C2033,4.1
U7,C2336,5.0
U7,C763,4.0
U7,C1330,3.6
U7,C1397,4.4
U7,C1138,3.9
U7,C288,5.0
U7,C2613,3.7
U7,C1469,3.8
U7,C722,4.6
U7,C1043,3.7
U7,C165,3.7
U7,C1574,4.4
U7,C363,3.6
U7,C2038,5.0
U7,C2488,3.8
U7,C1753,4.2
U7,C1281,5.0
U7,C92,4.4
U7,C789,3.9
U7,C2121,4.2
U7,C2083,3.2
U7,C573,4.0
U7,C1176,4.1
U7,C1735,4.4
U7,C1688,3.7
U7,C468,3.7
U7,C704,4.5
U7,C424,4.5
U7,C1267,5.0
U7,C1064,4.4
U7,C2008,4.0
U7,C290,3.1
U7,C2655,3.8
U7,C2917,4.5
U7,C2551,3.8
U7,C1375,4.9
U7,C1896,3.6
U7,C178,3.9
U7,C2975,4.8
U7,C907,3.9
U7,C129,4.0
U7,C1120,4.2
U7,C2913,4.5
U7,C1494,3.8
U7,C1895,4.2
U7,C99,4.1
U7,C1946,3.2
U7,C2208,4.5
U7,C218,4.7
U7,C799,4.8
U7,C2651,3.7
U7,C2749,3.7
U7,C338,4.0
U7,C2085,5.0
U7,C608,4.5
U7,C470,3.3
U7,C724,5.0
U7,C2768,3.9
U7,C172,5.0
U7,C70,4.9
U7,C2905,3.7
U7,C1709,3.8
U7,C1533,4.1
U7,C533,4.4
U7,C408,4.2
U7,C706,5.0
U7,C2211,4.0
U8,C1102,4.1
U8,C1655,4.3
U8,C1242,5.0
U8,C1966,3.9
U8,C691,4.5
U8,C2245,4.0
U8,C2358,4.0
U8,C2135,3.9
U8,C326,4.4
U8,C1570,3.7
U8,C565,4.1
U8,C1456,4.5
U8,C1716,3.4
U8,C2659,3.6
U8,C1055,4.1
U8,C797,5.0
U8,C1266,3.4
U8,C371,2.9
U8,C2248,3.2
U8,C2285,3.9
U8,C990,4.3
U8,C1726,4.4
U8,C2116,5.0
U8,C1228,4.6
U8,C32,4.3
U8,C2223,4.2
U8,C705,3.9
U8,C478,4.7
U8,C524,3.6
U8,C1541,3.8
U8,C1197,4.4
U8,C1823,3.2
U8,C2215,4.0
U8,C2697,5.0
U8,C1747,4.6
U8,C1177,3.8
U8,C231,3.6
U8,C1535,3.3
U8,C2432,4.8
U8,C2417,4.0
U8,C2617,3.7
U8,C3,4.0
U8,C2261,4.6
U8,C1347,4.5
U8,C943,3.5
U8,C1109,4.5
U8,C2593,4.1
U8,C771,4.2
U8,C2056,3.4
U8,C1149,4.2
U8,C1051,3.2
U8,C860,3.7
U8,C910,4.1
U8,C1617,5.0
U8,C440,4.0
U8,C114,4.3
U8,C2684,5.0
U9,C1887,4.3
U9,C320,4.8
U9,C1581,3.8
U9,C1660,4.4
U9,C1789,5.0
U9,C2299,4.8
U9,C2575,5.0
U9,C918,4.3
U9,C215,3.4
U9,C2475,4.8
U9,C508,3.7
U9,C2676,4.6
U9,C1666,2.7
U9,C2919,5.0
U9,C2017,5.0
U9,C2490,4.9
U9,C2040,4.2
U9,C155,3.9
U9,C1570,3.7
U9,C1812,4.5
U9,C2685,3.5
U9,C1458,3.4
U9,C2531,4.1
U9,C722,4.6
U9,C2302,3.8
U9,C1753,3.7
U9,C2595,5.0
U9,C50,5.0
U9,C1425,3.8
U9,C2298,3.8
U9,C2191,3.0
U9,C1029,4.6
U9,C653,4.0
U9,C2516,4.3
U9,C2859,4.4
U9,C1369,4.9
U9,C1499,4.3
U9,C802,5.0
U9,C2008,4.8
U9,C119,4.2
U9,C188,4.3
U9,C1815,4.2
U9,C2080,4.1
U9,C348,4.9
U9,C704,4.8
U9,C1733,3.6
U9,C1796,4.5
U9,C959,4.6
U9,C1497,4.9
U9,C184,5.0
U9,C2283,4.7
U9,C2052,3.6
U9,C390,4.8
U9,C2632,3.5
U9,C1851,4.9
U9,C251,5.0
U9,C2723,3.8
U9,C1657,4.0
U9,C174,3.5
U9,C2618,5.0
U9,C1652,3.9
U9,C2113,4.8
U9,C1430,4.2
U9,C2155,3.9
U9,C1928,4.2
U9,C1467,4.9
U9,C2075,3.6
U9,C787,3.0
U9,C1867,4.7
U9,C463,3.7
U9,C105,4.2
U9,C2401,3.6
U9,C2289,3.7
U9,C1634,4.8
U9,C1940,4.0
U9,C2940,4.8
U9,C767,4.1
U9,C1065,3.4
U9,C181,4.1
U9,C2018,3.5
U9,C2102,4.5
U9,C158,4.7
U9,C2646,4.0
U9,C747,4.6
U9,C2274,4.4
U9,C1924,3.4
U9,C796,3.9
U9,C1722,3.8
U9,C1782,4.1
U9,C1078,4.1
U9,C2333,4.9
U9,C1194,2.8
U9,C2568,4.1
U9,C61,4.8
U9,C411,4.2
U9,C1619,4.5
U9,C1209,3.4
U9,C964,3.1
U9,C813,4.9
U9,C2071,3.7
U9,C1210,3.3
U10,C865,4.8
U10,C1639,4.2
U10,C366,4.6
U10,C1190,4.3
U10,C478,5.0
U10,C2935,4.2
U10,C1810,3.8
U10,C2942,3.8
U10,C683,5.0
U10,C2653,4.1
U10,C2223,3.7
U10,C368,4.3
U10,C1213,5.0
U10,C2629,5.0
U10,C1569,4.9
U10,C1041,3.3
U10,C2312,3.7
U10,C719,5.0
U10,C2788,4.7
U10,C2911,4.3
U10,C2363,3.8
U10,C1685,4.5
U10,C238,4.5
U10,C714,4.8
U10,C2367,4.8
U10,C378,3.9
U10,C1721,4.2
U10,C393,5.0
U10,C36,4.1
U10,C2611,3.7
U10,C516,4.1
U10,C2897,4.6
U10,C1268,3.7
U10,C376,4.0
U10,C827,4.5
U10,C2059,3.3
U10,C2953,3.9
U10,C1545,4.3
U10,C2366,5.0
U10,C1344,3.7
U10,C428,4.5
U10,C1362,4.4
U10,C199,4.3
U10,C1294,5.0
U10,C1792,4.8
U10,C779,4.3
U10,C2650,4.2
U10,C1699,2.9
U10,C81,4.0
U10,C823,4.4
U10,C966,3.4
U10,C282,4.5
U10,C1471,5.0
U10,C1697,5.0
U10,C1458,3.8
U10,C1942,5.0
U10,C1265,3.9
U10,C1905,4.7
U10,C1543,4.1
U10,C2192,4.2
U10,C2357,3.0
U10,C2413,3.4
U10,C2750,4.4
U10,C1718,3.6
U10,C1531,4.0
U10,C1005,4.0
U10,C1762,3.3
U10,C2096,4.0
U11,C1556,4.9
U11,C2256,5.0
U11,C1095,4.0
U11,C2115,4.6
U11,C2797,4.5
U11,C2274,3.9
U11,C1179,4.9
U11,C1625,4.2
U11,C1800,3.5
U11,C2892,3.7
U11,C675,4.6
U11,C313,3.6
U11,C2740,5.0
U11,C356,4.3
U11,C1343,4.2
U11,C1484,4.6
U11,C2228,3.9
U11,C1777,4.2
U11,C1113,4.5
U11,C1158,5.0
U11,C2694,3.5
U11,C648,4.6
U11,C2847,3.8
U11,C1489,3.6
U11,C2061,3.5
U11,C2647,4.6
U11,C2943,4.1
U11,C1384,4.0
U11,C2327,3.5
U11,C2345,5.0
U11,C1378,3.5
U11,C1273,4.1
U11,C2479,4.7
U11,C1568,3.7
U11,C2126,4.3
U11,C85,4.7
U11,C1857,4.7
U11,C1880,5.0
U11,C2952,4.2
U11,C555,4.3
U11,C166,2.9
U11,C848,4.2
U11,C1082,4.4
U11,C769,3.8
U11,C1521,4.7
U11,C1436,4.3
U11,C739,3.8
U11,C34,4.2
U11,C2055,4.9
U11,C2089,5.0
U11,C2217,4.2
U11,C684,4.7
U11,C519,4.8
U11,C439,4.8
U11,C916,3.9
U11,C605,4.8
U11,C1593,4.5
U11,C2065,4.0
U11,C1454,4.4
U11,C1668,4.7
U11,C2191,3.6
U11,C2254,3.8
U11,C1497,4.5
U11,C1351,3.4
U11,C2056,4.2
U11,C795,5.0
U11,C723,4.3
U11,C1674,4.5
U11,C631,4.5
U11,C1210,3.5
U11,C1838,4.7
U11,C1322,3.5
U11,C1055,3.5
U11,C1108,3.1
U11,C1101,4.9
U11,C1278,3.8
U11,C441,5.0
U11,C1881,4.1
U11,C1522,4.8
U11,C2899,3.2
U11,C1847,4.7
U11,C2105,2.9
U11,C1512,4.0
U11,C130,4.9
U11,C2486,5.0
U11,C212,3.8
U11,C1130,3.5
U11,C1524,4.4
U11,C420,4.6
U11,C2588,4.3
U11,C2134,3.5
U11,C243,3.7
U11,C493,3.7
U11,C1391,3.7
U11,C1107,4.4
U11,C1337,3.9
U11,C879,4.0
U11,C1330,4.0
U11,C1078,3.7
U11,C506,3.8
U11,C2413,3.1
U11,C2136,4.3
U11,C1476,4.1
U11,C462,4.4
U11,C481,4.2
U11,C154,5.0
U11,C881,5.0
U11,C2530,5.0
U11,C455,4.4
U11,C1068,4.7
U11,C2498,4.8
U11,C2988,4.5
U11,C1374,5.0
U12,C36,4.6
U12,C2828,5.0
U12,C2195,5.0
U12,C1110,4.3
U12,C2448,3.9
U12,C2209,4.3
U12,C1352,5.0
U12,C2411,4.0
U12,C906,4.5
U12,C1304,5.0
U12,C2832,4.4
U12,C38,4.6
U12,C229,4.8
U12,C167,3.9
U12,C616,4.0
U12,C866,4.2
U12,C751,4.0
U12,C683,4.0
U12,C2382,4.5
U12,C1763,4.2
U12,C922,4.4
U12,C2027,4.0
U12,C515,4.4
U12,C551,3.6
U12,C2283,4.2
U12,C606,3.5
U12,C2408,5.0
U12,C2077,4.7
U12,C572,4.5
U12,C2182,4.6
U12,C1603,4.0
U12,C2395,5.0
U12,C1623,4.1
U12,C1368,2.8
U12,C2217,4.6
U12,C2552,5.0
U12,C2178,3.5
U12,C834,4.5
U12,C1175,3.8
U12,C2914,3.4
U12,C2647,5.0
U12,C609,4.5
U12,C1123,3.6
U12,C13,3.5
U12,C2990,4.1
U12,C2663,5.0
U12,C1945,4.1
U12,C1931,4.6
U12,C944,4.5
U12,C1384,4.2
U12,C2962,4.0
U12,C1825,4.0
U12,C2013,4.5
U12,C2343,4.8
U12,C1871,4.1
U12,C1470,4.7
U12,C493,4.3
U12,C349,4.9
U12,C281,4.0
U12,C1867,3.6
U12,C1158,4.6
U12,C1478,4.6
U12,C92,4.3
U12,C1161,5.0
U12,C2342,3.2
U12,C2171,4.6
U12,C2977,3.8
U12,C2768,3.8
U12,C2065,3.9
U12,C2360,4.1
U12,C2426,4.6
U12,C437,4.0
U12,C831,4.9
U12,C385,5.0
U12,C871,3.6
U12,C2687,3.7
U12,C687,4.7
U12,C581,2.8
U12,C2169,4.3
U12,C164,3.9
U13,C1938,3.5
U13,C1424,3.9
U13,C116,5.0
U13,C2412,5.0
U13,C2782,4.0
U13,C420,4.8
U13,C509,3.8
U13,C48,4.1
U13,C720,4.3
U13,C2806,4.2
U13,C2358,3.6
U13,C1289,4.1
U13,C2975,4.4
U13,C991,5.0
U13,C2153,4.3
U13,C1037,4.5
U13,C2656,4.1
U13,C101,4.1
U13,C489,3.6
U13,C455,4.5
U13,C1416,3.1
U13,C2364,4.2
U13,C1029,3.9
U13,C1119,3.4
U13,C361,3.8
U13,C2068,3.1
U13,C691,3.4
U13,C1749,4.0
U13,C844,4.3
U13,C1717,3.8
U13,C266,4.6
U13,C2462,4.2
U13,C1620,3.9
U13,C1000,5.0
U13,C1153,4.7
U13,C456,3.9
U13,C2273,3.7
U13,C2373,5.0
U13,C275,5.0
U13,C1275,4.2
U13,C1793,3.8
U13,C1421,3.8
U13,C2292,3.9
U13,C2446,4.0
U13,C1019,3.7
U13,C694,4.6
U13,C523,3.3
U13,C2850,4.4
U13,C2588,3.4
U13,C780,3.6
U13,C120,3.8
U13,C1447,4.2
U13,C256,4.1
U13,C886,4.1
U13,C1268,3.3
U13,C1744,4.4
U13,C334,3.8
U13,C416,4.0
U13,C2019,5.0
U13,C2989,3.6
U13,C2756,4.0
U13,C1280,3.9
U13,C1343,3.8
U13,C1046,4.5
U13,C2212,2.8
U13,C2158,5.0
U13,C1209,3.5
U13,C258,4.5
U13,C2535,3.9
U13,C2523,3.0
U13,C2617,3.1
U13,C338,4.9
U13,C1656,3.3
U13,C729,5.0
U13,C1139,4.4
U13,C2709,4.5
U13,C1372,5.0
U13,C114,4.1
U13,C195,4.3
U13,C682,4.2
U13,C2397,5.0
U13,C1575,4.6
U13,C2944,4.2
U13,C315,3.7
U13,C1972,5.0
U13,C423,3.7
U13,C2955,4.6
U13,C1683,4.6
U13,C2899,3.8
U13,C628,5.0
U13,C2823,4.1
U13,C32,4.0
U13,C1958,4.8
U13,C1544,4.6
U13,C711,4.5
U13,C1555,3.4
U13,C793,4.1
U13,C553,3.8
U13,C1391,4.5
U13,C2047,3.2
U13,C151,4.2
U13,C2414,3.6
U13,C2580,4.2
U13,C2632,3.6
U13,C1471,4.9
U14,C717,4.7
U14,C1581,3.4
U14,C1203,4.3
U14,C693,3.6
U14,C2238,4.7
U14,C1285,3.7
U14,C2599,4.3
U14,C1229,4.4
U14,C788,4.7
U14,C1433,4.0
U14,C819,3.7
U14,C2445,4.5
U14,C1678,4.6
U14,C2777,3.8
U14,C307,5.0
U14,C2249,4.4
U14,C255,3.7
U14,C1183,5.0
U14,C2265,3.9
U14,C1461,3.9
U14,C1791,4.2
U14,C1113,4.3
U14,C1043,3.9
U14,C1632,4.1
U14,C2860,4.9
U14,C1218,4.2
U14,C571,3.8
U14,C343,4.0
U14,C596,4.8
U14,C670,4.7
U14,C739,4.5
U14,C2216,4.6
U14,C1509,4.4
U14,C1743,4.6
U14,C46,3.5
U14,C629,5.0
U14,C2266,4.2
U14,C885,3.8
U14,C1087,4.0
U14,C481,4.4
U14,C715,4.6
U14,C1957,3.5
U14,C1897,4.3
U14,C1151,3.7
U14,C2752,5.0
U14,C734,5.0
U14,C772,3.3
U14,C1540,3.6
U14,C1887,3.5
U14,C447,4.3
U14,C1333,3.9
U14,C1431,4.4
U14,C1040,5.0
U15,C958,4.5
U15,C1389,4.9
U15,C2585,4.1
U15,C2169,3.7
U15,C375,5.0
U15,C2167,4.4
U15,C911,3.7
U15,C1557,3.8
U15,C680,3.6
U15,C2053,4.1
U15,C2877,4.9
U15,C2753,4.4
U15,C1274,2.3
U15,C67,5.0
U15,C163,4.5
U15,C2160,5.0
U15,C1302,3.4
U15,C2838,3.7
U15,C1476,3.6
U15,C446,3.5
U15,C1766,5.0
U15,C2890,4.2
U15,C1063,3.0
U15,C423,3.8
U15,C874,3.9
U15,C49,3.8
U15,C1219,2.5
U15,C640,4.2
U15,C2727,4.9
U15,C2699,4.4
U15,C1257,3.8
U15,C1992,5.0
U15,C800,4.2
U15,C421,4.1
U15,C2399,4.8
U15,C1168,3.8
U15,C2480,5.0
U15,C2118,4.9
U15,C2384,4.1
U15,C2241,4.0
U15,C371,3.4
U15,C2912,4.5
U15,C1102,3.1
U15,C532,4.8
U15,C15,3.9
U15,C857,4.8
U15,C676,4.4
U15,C1007,3.7
U15,C2710,4.2
U15,C645,4.7
U15,C567,3.7
U15,C2350,3.8
U15,C2972,3.5
U15,C471,4.1
U15,C987,2.9
U15,C549,3.5
U15,C2869,4.4
U15,C2462,3.5
U16,C1803,4.4
U16,C2878,3.9
U16,C2559,3.5
U16,C2295,4.3
U16,C2213,5.0
U16,C775,3.6
U16,C448,4.2
U16,C1521,4.3
U16,C2925,4.3
U16,C2325,4.2
U16,C2814,4.9
U16,C1474,5.0
U16,C2475,4.5
U16,C2238,3.9
U16,C2892,4.2
U16,C1317,3.8
U16,C1264,3.4
U16,C2303,4.4
U16,C1202,4.7
U16,C1613,3.3
U16,C2984,4.5
U16,C2286,3.6
U16,C402,4.7
U16,C1792,3.1
U16,C1296,4.6
U16,C1559,2.8
U16,C399,5.0
U16,C344,3.7
U16,C2082,4.7
U16,C1903,4.9
U16,C2176,4.8
U16,C883,4.1
U16,C756,3.8
U16,C2103,4.1
U16,C1891,4.7
U16,C1565,5.0
U16,C854,4.9
